id,surface,path,snippet,legacy_roles,class,target_mapping,risk,status
BE-0190,be,backend/app/auth/fleet_access.py:19,"Role.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0191,be,backend/app/auth/fleet_access.py:20,"Role.recruiter.value,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0192,be,backend/app/auth/fleet_access.py:21,"Role.viewer.value,",viewer,TRUST,keep canonical trust role,M,open
BE-0193,be,backend/app/auth/fleet_access.py:22,"Role.client_manager.value,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0194,be,backend/app/auth/fleet_access.py:23,"Role.client_processor.value,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0195,be,backend/app/auth/fleet_access.py:24,"Role.compliance_officer.value,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0196,be,backend/app/auth/fleet_access.py:36,if r == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0197,be,backend/app/auth/tenant_scope.py:25,if role == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0198,be,backend/app/auth/router.py:57,"""owner"": UserRole.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0199,be,backend/app/auth/router.py:58,"""admin"": UserRole.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0200,be,backend/app/auth/router.py:59,"""administrator"": UserRole.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0201,be,backend/app/auth/router.py:60,"""manager"": UserRole.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0202,be,backend/app/auth/router.py:61,"""supervisor"": UserRole.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0203,be,backend/app/auth/router.py:62,"""recruiter"": UserRole.recruiter.value,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0204,be,backend/app/auth/router.py:63,"""viewer"": UserRole.viewer.value,",viewer,TRUST,keep canonical trust role,M,open
BE-0205,be,backend/app/auth/router.py:64,"""client_manager"": UserRole.client_manager.value,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0206,be,backend/app/auth/router.py:65,"""client"": UserRole.client_manager.value,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0207,be,backend/app/auth/router.py:66,"""client_processor"": UserRole.client_processor.value,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0208,be,backend/app/auth/router.py:67,"""processor"": UserRole.client_processor.value,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0209,be,backend/app/auth/router.py:68,"""superadmin"": UserRole.superadmin.value,",superadmin,TRUST,keep canonical trust role,M,open
BE-0210,be,backend/app/auth/router.py:69,"""hr_officer"": UserRole.hr_officer.value,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0211,be,backend/app/auth/router.py:70,"""people_ops"": UserRole.hr_officer.value,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0212,be,backend/app/auth/router.py:108,if raw_user_role == UserRole.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0213,be,backend/app/auth/router.py:109,return UserRole.superadmin.value,superadmin,TRUST,keep canonical trust role,M,open
BE-0214,be,backend/app/auth/router.py:110,"if isinstance(user_role, UserRole) and user_role == UserRole.superadmin:",superadmin,TRUST,keep canonical trust role,M,open
BE-0215,be,backend/app/auth/router.py:111,return UserRole.superadmin.value,superadmin,TRUST,keep canonical trust role,M,open
BE-0216,be,backend/app/auth/router.py:118,raw = str(user_role or UserRole.viewer.value).lower(),viewer,TRUST,keep canonical trust role,M,open
BE-0217,be,backend/app/auth/router.py:119,"return _ROLE_MAP.get(raw, UserRole.viewer.value)",viewer,TRUST,keep canonical trust role,M,open
BE-0218,be,backend/app/auth/router.py:250,"role=UserRole.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0219,be,backend/app/auth/router.py:276,"role=UserRole.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0220,be,backend/app/auth/router.py:288,"""role"": UserRole.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0221,be,backend/app/auth/hr_workforce_access.py:25,if r == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0222,be,backend/app/auth/hiring_workspace_roles.py:17,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0223,be,backend/app/auth/hiring_workspace_roles.py:18,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0224,be,backend/app/auth/hiring_workspace_roles.py:19,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0225,be,backend/app/auth/hiring_workspace_roles.py:20,"Role.manager,",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0226,be,backend/app/auth/hiring_workspace_roles.py:21,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0227,be,backend/app/auth/hiring_workspace_roles.py:22,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0228,be,backend/app/auth/hiring_workspace_roles.py:23,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0229,be,backend/app/auth/hiring_workspace_roles.py:24,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0230,be,backend/app/auth/hiring_workspace_roles.py:25,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0231,be,backend/app/auth/hiring_workspace_roles.py:26,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0232,be,backend/app/auth/hiring_workspace_roles.py:30,"Role.manager,",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0233,be,backend/app/auth/hiring_workspace_roles.py:31,"Role.admin,",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0234,be,backend/app/auth/hiring_workspace_roles.py:32,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0235,be,backend/app/auth/hiring_workspace_roles.py:33,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0236,be,backend/app/auth/hiring_workspace_roles.py:34,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0237,be,backend/app/auth/hiring_workspace_roles.py:35,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0238,be,backend/app/auth/hiring_workspace_roles.py:40,"HIRING_CANDIDATE_PROFILE_WRITE_ROLES = (Role.admin, Role.supervisor)",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0239,be,backend/app/auth/hiring_workspace_roles.py:40,"HIRING_CANDIDATE_PROFILE_WRITE_ROLES = (Role.admin, Role.supervisor)",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0240,be,backend/app/auth/module_gate.py:35,"Role.superadmin.value,",superadmin,TRUST,keep canonical trust role,M,open
BE-0241,be,backend/app/auth/module_gate.py:36,"Role.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0242,be,backend/app/auth/module_gate.py:102,if role == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0243,be,backend/app/auth/module_gate.py:137,if role not in _ADMIN_ROLES and role != Role.supervisor.value:,supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0244,be,backend/app/auth/module_gate.py:150,"Role.client_manager.value,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0245,be,backend/app/auth/module_gate.py:151,"Role.client_processor.value,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0246,be,backend/app/auth/module_gate.py:178,"Role.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0247,be,backend/app/auth/module_gate.py:179,"Role.recruiter.value,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0248,be,backend/app/auth/module_gate.py:180,"Role.hr_officer.value,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0249,be,backend/app/auth/module_gate.py:181,"Role.compliance_officer.value,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0250,be,backend/app/auth/module_gate.py:182,"Role.client_manager.value,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0251,be,backend/app/jobs/hr_operational_alerts_dispatch.py:28,"Role.superadmin.value: 0,",superadmin,TRUST,keep canonical trust role,M,open
BE-0252,be,backend/app/jobs/hr_operational_alerts_dispatch.py:29,"Role.administrator.value: 1,",administrator,TRUST,keep canonical trust role,M,open
BE-0253,be,backend/app/jobs/hr_operational_alerts_dispatch.py:30,"Role.hr_officer.value: 2,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0254,be,backend/app/jobs/hr_operational_alerts_dispatch.py:31,"Role.supervisor.value: 3,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0255,be,backend/app/jobs/hr_operational_alerts_dispatch.py:35,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0256,be,backend/app/jobs/hr_operational_alerts_dispatch.py:36,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0257,be,backend/app/jobs/hr_operational_alerts_dispatch.py:37,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0258,be,backend/app/jobs/hr_operational_alerts_dispatch.py:38,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0259,be,backend/app/security/api_tenant_context.py:59,if role == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-0260,be,backend/app/models/user.py:58,"default=Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0261,be,backend/app/modules/documents/router.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0262,be,backend/app/modules/documents/router.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0263,be,backend/app/modules/documents/router.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0264,be,backend/app/modules/documents/router.py,"require_roles(Role.supervisor, Role.administrator)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0265,be,backend/app/modules/documents/router.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0266,be,backend/app/modules/leads/pipeline_hooks.py:123,"audience=EventAudience(roles=[Role.administrator, Role.supervisor]),",administrator,TRUST,keep canonical trust role,M,open
BE-0267,be,backend/app/modules/leads/pipeline_hooks.py:123,"audience=EventAudience(roles=[Role.administrator, Role.supervisor]),",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0268,be,backend/app/modules/leads/lead_questionnaire_invite.py:739,"else EventAudience(roles=(Role.supervisor, Role.administrator))",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0269,be,backend/app/modules/leads/lead_questionnaire_invite.py:739,"else EventAudience(roles=(Role.supervisor, Role.administrator))",administrator,TRUST,keep canonical trust role,M,open
BE-0270,be,backend/app/modules/leads/next_action_api.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0271,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0272,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor, Role.recruiter)","admin,manager,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0273,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor)","admin,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0274,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0275,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0276,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.supervisor)","admin,manager,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0277,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.supervisor)","admin,manager,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0278,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter, Role.viewer)","admin,manager,recruiter,viewer",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0279,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0280,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0281,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-0282,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0283,be,backend/app/modules/leads/router.py,"require_roles(Role.admin, Role.manager, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
